"id","name","description","handle","mpath","is_active","is_internal","rank","parent_category_id","created_at","updated_at","deleted_at","metadata"
"pcat_01KEC4YEVKZ0Q4DPFGFKMXKG6W","Waxing Kits","","waxing-kits","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YAY3GEX1A4WX0CEP5FZS.pcat_01KEC4YD3DMMHACPWQ1ECWZ0K0.pcat_01KEC4YEE4G1VGH3NY5KNT71YT.pcat_01KEC4YEVKZ0Q4DPFGFKMXKG6W",True,False,6,"pcat_01KEC4YEE4G1VGH3NY5KNT71YT","2026-01-07 11:54:48.051+00","2026-01-07 11:54:48.051+00",NULL,"{""original_id"": ""3779281"", ""original_path"": ""Beauty > Tools & Accessories > Shave & Hair Removal > Men's > Waxing > Waxing Kits"", ""original_level"": 4}"
"pcat_01KEC4YEXJTQXPFE7N66ZYAA65","Skin Care","","skin-care","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65",True,False,7,"pcat_01KEC4P2WST0HX1JQ8YQJT433B","2026-01-07 11:54:48.115+00","2026-01-07 11:54:48.115+00",NULL,"{""original_id"": ""11060451"", ""original_path"": ""Beauty > Skin Care"", ""original_level"": 1}"
"pcat_01KEC4YEZDQC2B4FZTFV92G7VN","Body","","body-2","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN",True,False,0,"pcat_01KEC4YEXJTQXPFE7N66ZYAA65","2026-01-07 11:54:48.173+00","2026-01-07 11:54:48.173+00",NULL,"{""original_id"": ""11060521"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body"", ""original_level"": 2}"
"pcat_01KEC4YF16EMR37WEXE9NGQPZJ","Cleansers","","cleansers-2","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF16EMR37WEXE9NGQPZJ",True,False,0,"pcat_01KEC4YEZDQC2B4FZTFV92G7VN","2026-01-07 11:54:48.23+00","2026-01-07 11:54:48.23+00",NULL,"{""original_id"": ""11056281"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Cleansers"", ""original_level"": 3}"
"pcat_01KEC4YF2S6KCJB4R6X222WZ36","Body Washes","","body-washes","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF16EMR37WEXE9NGQPZJ.pcat_01KEC4YF2S6KCJB4R6X222WZ36",True,False,0,"pcat_01KEC4YF16EMR37WEXE9NGQPZJ","2026-01-07 11:54:48.281+00","2026-01-07 11:54:48.281+00",NULL,"{""original_id"": ""11056291"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Cleansers > Body Washes"", ""original_level"": 4}"
"pcat_01KEC4YF4STDQZ343NSPQ4YKJB","Soaps","","soaps","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF16EMR37WEXE9NGQPZJ.pcat_01KEC4YF4STDQZ343NSPQ4YKJB",True,False,1,"pcat_01KEC4YF16EMR37WEXE9NGQPZJ","2026-01-07 11:54:48.345+00","2026-01-07 11:54:48.345+00",NULL,"{""original_id"": ""11056341"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Cleansers > Soaps"", ""original_level"": 4}"
"pcat_01KEC4YF6RHVD71P4ERA2C0Q92","Moisturizers","","moisturizers","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF6RHVD71P4ERA2C0Q92",True,False,1,"pcat_01KEC4YEZDQC2B4FZTFV92G7VN","2026-01-07 11:54:48.408+00","2026-01-07 11:54:48.408+00",NULL,"{""original_id"": ""11060661"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Moisturizers"", ""original_level"": 3}"
"pcat_01KEC4YF8FFE3ZQPP1Y72KX325","Body Butter","","body-butter","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF6RHVD71P4ERA2C0Q92.pcat_01KEC4YF8FFE3ZQPP1Y72KX325",True,False,0,"pcat_01KEC4YF6RHVD71P4ERA2C0Q92","2026-01-07 11:54:48.463+00","2026-01-07 11:54:48.463+00",NULL,"{""original_id"": ""11060671"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Moisturizers > Body Butter"", ""original_level"": 4}"
"pcat_01KEC4YFA77NCVCD141TNKX029","Creams","","creams","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF6RHVD71P4ERA2C0Q92.pcat_01KEC4YFA77NCVCD141TNKX029",True,False,1,"pcat_01KEC4YF6RHVD71P4ERA2C0Q92","2026-01-07 11:54:48.519+00","2026-01-07 11:54:48.519+00",NULL,"{""original_id"": ""11060681"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Moisturizers > Creams"", ""original_level"": 4}"
"pcat_01KEC4YFBZZMKY3S9T2JS0RJ5X","Lotions","","lotions","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF6RHVD71P4ERA2C0Q92.pcat_01KEC4YFBZZMKY3S9T2JS0RJ5X",True,False,2,"pcat_01KEC4YF6RHVD71P4ERA2C0Q92","2026-01-07 11:54:48.575+00","2026-01-07 11:54:48.575+00",NULL,"{""original_id"": ""14024031"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Moisturizers > Lotions"", ""original_level"": 4}"
"pcat_01KEC4YFDJXGWTWYXM35AVY68Q","Oils","","oils-2","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YF6RHVD71P4ERA2C0Q92.pcat_01KEC4YFDJXGWTWYXM35AVY68Q",True,False,3,"pcat_01KEC4YF6RHVD71P4ERA2C0Q92","2026-01-07 11:54:48.626+00","2026-01-07 11:54:48.626+00",NULL,"{""original_id"": ""11060691"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Moisturizers > Oils"", ""original_level"": 4}"
"pcat_01KEC4YFF97AWBF731KAB8MAHW","Scrubs & Body Treatments","","scrubs-body-treatments","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YFF97AWBF731KAB8MAHW",True,False,2,"pcat_01KEC4YEZDQC2B4FZTFV92G7VN","2026-01-07 11:54:48.681+00","2026-01-07 11:54:48.681+00",NULL,"{""original_id"": ""11056421"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Scrubs & Body Treatments"", ""original_level"": 3}"
"pcat_01KEC4YFH9C1SSYYANV9Q17VF3","Body Mud","","body-mud","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YFF97AWBF731KAB8MAHW.pcat_01KEC4YFH9C1SSYYANV9Q17VF3",True,False,0,"pcat_01KEC4YFF97AWBF731KAB8MAHW","2026-01-07 11:54:48.745+00","2026-01-07 11:54:48.745+00",NULL,"{""original_id"": ""11056441"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Scrubs & Body Treatments > Body Mud"", ""original_level"": 4}"
"pcat_01KE1PQ2ZZF5V98D6HDM4QKZ53","USB Hubs","","usb-hubs","pcat_01KE1PPB81J41E4DHBVBSK81D1.pcat_01KE1PPBAB99K7X0G0J686QQYP.pcat_01KE1PPVM97MY0BBVK3Y2GJDZS.pcat_01KE1PQ2ZZF5V98D6HDM4QKZ53",True,False,17,"pcat_01KE1PPVM97MY0BBVK3Y2GJDZS","2026-01-03 10:33:42.143+00","2026-01-03 10:33:42.143+00",NULL,"{""original_id"": ""17387627011"", ""original_path"": ""Electronics > Accessories & Supplies > Computer Accessories > USB Hubs"", ""original_level"": 3}"
"pcat_01KEC4YFK1DMEWP5VSV9QK0MK2","Body Scrubs","","body-scrubs","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YFF97AWBF731KAB8MAHW.pcat_01KEC4YFK1DMEWP5VSV9QK0MK2",True,False,1,"pcat_01KEC4YFF97AWBF731KAB8MAHW","2026-01-07 11:54:48.801+00","2026-01-07 11:54:48.801+00",NULL,"{""original_id"": ""11056471"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Scrubs & Body Treatments > Body Scrubs"", ""original_level"": 4}"
"pcat_01KEC4YFMYG1EYN1PQDTK2345P","Body Souffles & Mousse","","body-souffles-mousse","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YFF97AWBF731KAB8MAHW.pcat_01KEC4YFMYG1EYN1PQDTK2345P",True,False,2,"pcat_01KEC4YFF97AWBF731KAB8MAHW","2026-01-07 11:54:48.862+00","2026-01-07 11:54:48.862+00",NULL,"{""original_id"": ""11056481"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Scrubs & Body Treatments > Body Souffles & Mousse"", ""original_level"": 4}"
"pcat_01KEC4YFPKFP7CM3WX50M5XXM6","Sets & Kits","","sets-kits-2","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YEZDQC2B4FZTFV92G7VN.pcat_01KEC4YFPKFP7CM3WX50M5XXM6",True,False,3,"pcat_01KEC4YEZDQC2B4FZTFV92G7VN","2026-01-07 11:54:48.916+00","2026-01-07 11:54:48.916+00",NULL,"{""original_id"": ""11056581"", ""original_path"": ""Beauty > Personal Care > Skin Care > Body > Sets & Kits"", ""original_level"": 3}"
"pcat_01KEC4YFRBJSV079SGQXBN8RY5","Eyes","","eyes-3","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YFRBJSV079SGQXBN8RY5",True,False,1,"pcat_01KEC4YEXJTQXPFE7N66ZYAA65","2026-01-07 11:54:48.971+00","2026-01-07 11:54:48.971+00",NULL,"{""original_id"": ""11061941"", ""original_path"": ""Beauty > Personal Care > Skin Care > Eyes"", ""original_level"": 2}"
"pcat_01KEC4YFT7K2ENWAGVVPM6WC3Q","Creams","","creams-2","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YFRBJSV079SGQXBN8RY5.pcat_01KEC4YFT7K2ENWAGVVPM6WC3Q",True,False,0,"pcat_01KEC4YFRBJSV079SGQXBN8RY5","2026-01-07 11:54:49.031+00","2026-01-07 11:54:49.031+00",NULL,"{""original_id"": ""7730090011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Eyes > Creams"", ""original_level"": 3}"
"pcat_01KEC4YFW0NR11MF7A8T8M5YR0","Gels","","gels-2","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YFRBJSV079SGQXBN8RY5.pcat_01KEC4YFW0NR11MF7A8T8M5YR0",True,False,1,"pcat_01KEC4YFRBJSV079SGQXBN8RY5","2026-01-07 11:54:49.088+00","2026-01-07 11:54:49.088+00",NULL,"{""original_id"": ""7730092011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Eyes > Gels"", ""original_level"": 3}"
"pcat_01KEC4YFXQFGKHGZJPN0FEG5X2","Masks","","masks","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YFRBJSV079SGQXBN8RY5.pcat_01KEC4YFXQFGKHGZJPN0FEG5X2",True,False,2,"pcat_01KEC4YFRBJSV079SGQXBN8RY5","2026-01-07 11:54:49.143+00","2026-01-07 11:54:49.143+00",NULL,"{""original_id"": ""11061971"", ""original_path"": ""Beauty > Personal Care > Skin Care > Eyes > Masks"", ""original_level"": 3}"
"pcat_01KEC4YFZE078KN41EMYVHNX6T","Pillows","","pillows","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YFRBJSV079SGQXBN8RY5.pcat_01KEC4YFZE078KN41EMYVHNX6T",True,False,3,"pcat_01KEC4YFRBJSV079SGQXBN8RY5","2026-01-07 11:54:49.198+00","2026-01-07 11:54:49.198+00",NULL,"{""original_id"": ""3422321"", ""original_path"": ""Beauty > Personal Care > Skin Care > Eyes > Pillows"", ""original_level"": 3}"
"pcat_01KEC4YG13CGEZJRH623CHY0PD","Rollers & Pens","","rollers-pens","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YFRBJSV079SGQXBN8RY5.pcat_01KEC4YG13CGEZJRH623CHY0PD",True,False,4,"pcat_01KEC4YFRBJSV079SGQXBN8RY5","2026-01-07 11:54:49.252+00","2026-01-07 11:54:49.252+00",NULL,"{""original_id"": ""7730095011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Eyes > Rollers & Pens"", ""original_level"": 3}"
"pcat_01KEC4YG2RKZGBMNG98GANQKGQ","Serums","","serums","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YFRBJSV079SGQXBN8RY5.pcat_01KEC4YG2RKZGBMNG98GANQKGQ",True,False,5,"pcat_01KEC4YFRBJSV079SGQXBN8RY5","2026-01-07 11:54:49.304+00","2026-01-07 11:54:49.304+00",NULL,"{""original_id"": ""7730098011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Eyes > Serums"", ""original_level"": 3}"
"pcat_01KEC4YG4K0NFZMDBBNW8ZE654","Face","","face-3","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654",True,False,2,"pcat_01KEC4YEXJTQXPFE7N66ZYAA65","2026-01-07 11:54:49.363+00","2026-01-07 11:54:49.363+00",NULL,"{""original_id"": ""11060711"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face"", ""original_level"": 2}"
"pcat_01KEC4YG67TYBPNEZMGVF9HFA9","Cleansers","","cleansers-3","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YG67TYBPNEZMGVF9HFA9",True,False,0,"pcat_01KEC4YG4K0NFZMDBBNW8ZE654","2026-01-07 11:54:49.415+00","2026-01-07 11:54:49.415+00",NULL,"{""original_id"": ""11060901"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Cleansers"", ""original_level"": 3}"
"pcat_01KEC4YG7WDK22PKQ3S8J53G2N","Bars","","bars","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YG67TYBPNEZMGVF9HFA9.pcat_01KEC4YG7WDK22PKQ3S8J53G2N",True,False,0,"pcat_01KEC4YG67TYBPNEZMGVF9HFA9","2026-01-07 11:54:49.468+00","2026-01-07 11:54:49.468+00",NULL,"{""original_id"": ""7730189011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Cleansers > Bars"", ""original_level"": 4}"
"pcat_01KEC4YG9PC4Y25K7YAZYBW5QG","Cloths & Towelettes","","cloths-towelettes","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YG67TYBPNEZMGVF9HFA9.pcat_01KEC4YG9PC4Y25K7YAZYBW5QG",True,False,1,"pcat_01KEC4YG67TYBPNEZMGVF9HFA9","2026-01-07 11:54:49.526+00","2026-01-07 11:54:49.526+00",NULL,"{""original_id"": ""11060941"", ""original_path"": ""Beauty > Skin Care > Face > Cleansers > Cloths & Towelettes"", ""original_level"": 4}"
"pcat_01KEC4YGBKGH6SDJWD584YPBAQ","Gels","","gels-3","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YG67TYBPNEZMGVF9HFA9.pcat_01KEC4YGBKGH6SDJWD584YPBAQ",True,False,2,"pcat_01KEC4YG67TYBPNEZMGVF9HFA9","2026-01-07 11:54:49.587+00","2026-01-07 11:54:49.587+00",NULL,"{""original_id"": ""11061001"", ""original_path"": ""Beauty > Skin Care > Face > Cleansers > Gels"", ""original_level"": 4}"
"pcat_01KEC4YGD8R3PFGPGXZM8JRJ5C","Washes","","washes","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YG67TYBPNEZMGVF9HFA9.pcat_01KEC4YGD8R3PFGPGXZM8JRJ5C",True,False,3,"pcat_01KEC4YG67TYBPNEZMGVF9HFA9","2026-01-07 11:54:49.64+00","2026-01-07 11:54:49.64+00",NULL,"{""original_id"": ""7730193011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Cleansers > Washes"", ""original_level"": 4}"
"pcat_01KEC4YGETJ6EAAH0V17ZE8J1J","Creams & Moisturizers","","creams-moisturizers","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGETJ6EAAH0V17ZE8J1J",True,False,1,"pcat_01KEC4YG4K0NFZMDBBNW8ZE654","2026-01-07 11:54:49.69+00","2026-01-07 11:54:49.69+00",NULL,"{""original_id"": ""11061301"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Creams & Moisturizers"", ""original_level"": 3}"
"pcat_01KEC4YGGSZ2TQEP48NT8CFDHW","Face Mists","","face-mists","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGETJ6EAAH0V17ZE8J1J.pcat_01KEC4YGGSZ2TQEP48NT8CFDHW",True,False,0,"pcat_01KEC4YGETJ6EAAH0V17ZE8J1J","2026-01-07 11:54:49.753+00","2026-01-07 11:54:49.753+00",NULL,"{""original_id"": ""15239989011"", ""original_path"": ""Beauty > Skin Care > Face > Creams & Moisturizers > Face Mists"", ""original_level"": 4}"
"pcat_01KEC4YGJDXM4R10AP0B35X0P7","Face Moisturizers","","face-moisturizers","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGETJ6EAAH0V17ZE8J1J.pcat_01KEC4YGJDXM4R10AP0B35X0P7",True,False,1,"pcat_01KEC4YGETJ6EAAH0V17ZE8J1J","2026-01-07 11:54:49.805+00","2026-01-07 11:54:49.805+00",NULL,"{""original_id"": ""16479981011"", ""original_path"": ""Beauty > Skin Care > Face > Creams & Moisturizers > Face Moisturizers"", ""original_level"": 4}"
"pcat_01KEC4YGM9Z7ZTE7BQCD2NGEV3","Face Oil","","face-oil","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGETJ6EAAH0V17ZE8J1J.pcat_01KEC4YGM9Z7ZTE7BQCD2NGEV3",True,False,2,"pcat_01KEC4YGETJ6EAAH0V17ZE8J1J","2026-01-07 11:54:49.865+00","2026-01-07 11:54:49.865+00",NULL,"{""original_id"": ""7792527011"", ""original_path"": ""Beauty > Skin Care > Face > Creams & Moisturizers > Face Oil"", ""original_level"": 4}"
"pcat_01KEC4YGP4S28BGCAF6MHRT9AD","Neck & Décolleté","","neck-decollete","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGETJ6EAAH0V17ZE8J1J.pcat_01KEC4YGP4S28BGCAF6MHRT9AD",True,False,3,"pcat_01KEC4YGETJ6EAAH0V17ZE8J1J","2026-01-07 11:54:49.924+00","2026-01-07 11:54:49.924+00",NULL,"{""original_id"": ""7792277011"", ""original_path"": ""Beauty > Skin Care > Face > Creams & Moisturizers > Neck & Décolleté"", ""original_level"": 4}"
"pcat_01KEC4YGQSDCTKG5NDDGT4X16A","Night Creams","","night-creams","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGETJ6EAAH0V17ZE8J1J.pcat_01KEC4YGQSDCTKG5NDDGT4X16A",True,False,4,"pcat_01KEC4YGETJ6EAAH0V17ZE8J1J","2026-01-07 11:54:49.977+00","2026-01-07 11:54:49.977+00",NULL,"{""original_id"": ""7792275011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Creams & Moisturizers > Night Creams"", ""original_level"": 4}"
"pcat_01KEC4YGSHX2R5NE6THHNA6JAH","Tinted Moisturizers","","tinted-moisturizers","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGETJ6EAAH0V17ZE8J1J.pcat_01KEC4YGSHX2R5NE6THHNA6JAH",True,False,5,"pcat_01KEC4YGETJ6EAAH0V17ZE8J1J","2026-01-07 11:54:50.034+00","2026-01-07 11:54:50.034+00",NULL,"{""original_id"": ""7792276011"", ""original_path"": ""Beauty > Skin Care > Face > Creams & Moisturizers > Tinted Moisturizers"", ""original_level"": 4}"
"pcat_01KEC4YGV4QWVN58G50JJJK05A","Polishes & Scrubs","","polishes-scrubs","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGV4QWVN58G50JJJK05A",True,False,2,"pcat_01KEC4YG4K0NFZMDBBNW8ZE654","2026-01-07 11:54:50.084+00","2026-01-07 11:54:50.084+00",NULL,"{""original_id"": ""11061091"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Polishes & Scrubs"", ""original_level"": 3}"
"pcat_01KEC4YGX3G478MFDPKJKAAD39","Polishes","","polishes","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGV4QWVN58G50JJJK05A.pcat_01KEC4YGX3G478MFDPKJKAAD39",True,False,0,"pcat_01KEC4YGV4QWVN58G50JJJK05A","2026-01-07 11:54:50.147+00","2026-01-07 11:54:50.147+00",NULL,"{""original_id"": ""11061151"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Polishes & Scrubs > Polishes"", ""original_level"": 4}"
"pcat_01KEC4YGZ45YMD1ZP9QHBT32HK","Scrubs","","scrubs-2","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YGV4QWVN58G50JJJK05A.pcat_01KEC4YGZ45YMD1ZP9QHBT32HK",True,False,1,"pcat_01KEC4YGV4QWVN58G50JJJK05A","2026-01-07 11:54:50.212+00","2026-01-07 11:54:50.212+00",NULL,"{""original_id"": ""11061161"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Polishes & Scrubs > Scrubs"", ""original_level"": 4}"
"pcat_01KEC4YH16K39RG94WN8WFB6ZW","Sets & Kits","","sets-kits-3","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YH16K39RG94WN8WFB6ZW",True,False,3,"pcat_01KEC4YG4K0NFZMDBBNW8ZE654","2026-01-07 11:54:50.278+00","2026-01-07 11:54:50.278+00",NULL,"{""original_id"": ""7792636011"", ""original_path"": ""Beauty > Skin Care > Face > Sets & Kits"", ""original_level"": 3}"
"pcat_01KEC4YH3EZD8031ZPN1X3H5WH","Toners & Astringents","","toners-astringents","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YH3EZD8031ZPN1X3H5WH",True,False,4,"pcat_01KEC4YG4K0NFZMDBBNW8ZE654","2026-01-07 11:54:50.35+00","2026-01-07 11:54:50.35+00",NULL,"{""original_id"": ""11061931"", ""original_path"": ""Beauty > Skin Care > Face > Toners & Astringents"", ""original_level"": 3}"
"pcat_01KEC4YH5G5Y3EFH61EQRP6Y78","Treatments & Masks","","treatments-masks","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YH5G5Y3EFH61EQRP6Y78",True,False,5,"pcat_01KEC4YG4K0NFZMDBBNW8ZE654","2026-01-07 11:54:50.416+00","2026-01-07 11:54:50.416+00",NULL,"{""original_id"": ""11062031"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Treatments & Masks"", ""original_level"": 3}"
"pcat_01KEC4YH76DBF1KHCGFCXA3DWZ","Acids & Peels","","acids-peels","pcat_01KEC4P2WST0HX1JQ8YQJT433B.pcat_01KEC4YEXJTQXPFE7N66ZYAA65.pcat_01KEC4YG4K0NFZMDBBNW8ZE654.pcat_01KEC4YH5G5Y3EFH61EQRP6Y78.pcat_01KEC4YH76DBF1KHCGFCXA3DWZ",True,False,0,"pcat_01KEC4YH5G5Y3EFH61EQRP6Y78","2026-01-07 11:54:50.47+00","2026-01-07 11:54:50.47+00",NULL,"{""original_id"": ""7792926011"", ""original_path"": ""Beauty > Personal Care > Skin Care > Face > Treatments & Masks > Acids & Peels"", ""original_level"": 4}"
